Name,Description,Range,Increment,Value,Read_only
EK3_GSF_USE_MASK,"A bitmask of which EKF3 instances will use the output from the EKF-GSF yaw estimator that has been turned on by the EK3_GSF_RUN_MASK parameter. If the inertial navigation calculation stops following the GPS, then the vehicle code can request EKF3 to attempt to resolve the issue, either by performing a yaw reset if enabled by this parameter by switching to another EKF3 instance.",,,,
EK3_GSF_RST_MAX,Sets the maximum number of times the EKF3 will be allowed to reset its yaw to the estimate from the EKF-GSF yaw estimator. No resets will be allowed unless the use of the EKF-GSF yaw estimate is enabled via the EK3_GSF_USE_MASK parameter.,1 10,1,,
EK3_ERR_THRESH,"lanes have to be consistently better than the primary by at least this threshold to reduce their overall relativeCoreError, lowering this makes lane switching more sensitive to smaller error differences",0.05 1,0.05,,
EK3_AFFINITY,These options control the affinity between sensor instances and EKF cores,,,,
EK3_DRAG_BCOEF_X,Ratio of mass to drag coefficient measured along the X body axis. This parameter enables estimation of wind drift for vehicles with bluff bodies and without propulsion forces in the X and Y direction (eg multicopters). The drag produced by this effect scales with speed squared.  Set to a postive value > 1.0 to enable. A starting value is the mass in Kg divided by the frontal area. The predicted drag from the rotors is specified separately by the EK3_MCOEF parameter.,0.0 1000.0,,,
EK3_DRAG_BCOEF_Y,Ratio of mass to drag coefficient measured along the Y body axis. This parameter enables estimation of wind drift for vehicles with bluff bodies and without propulsion forces in the X and Y direction (eg multicopters). The drag produced by this effect scales with speed squared.  Set to a postive value > 1.0 to enable. A starting value is the mass in Kg divided by the side area. The predicted drag from the rotors is specified separately by the EK3_MCOEF parameter.,50.0 1000.0,,,
EK3_DRAG_M_NSE,This sets the amount of noise used when fusing X and Y acceleration as an observation that enables esitmation of wind velocity for multi-rotor vehicles. This feature is enabled by the EK3_BCOEF_X and EK3_BCOEF_Y parameters,0.1 2.0,0.1,,
EK3_DRAG_MCOEF,"This parameter is used to predict the drag produced by the rotors when flying a multi-copter, enabling estimation of wind drift. The drag produced by this effect scales with speed not speed squared and is produced because some of the air velocity normal to the rotors axis of rotation is lost when passing through the rotor disc which changes the momentum of the airflow causing drag. For unducted rotors the effect is roughly proportional to the area of the propeller blades when viewed side on and changes with different propellers. It is higher for ducted rotors. For example if flying at 15 m/s at sea level conditions produces a rotor induced drag acceleration of 1.5 m/s/s, then EK3_MCOEF would be set to 0.1 = (1.5/15.0). Set EK3_MCOEF to a postive value to enable wind estimation using this drag effect. To account for the drag produced by the body which scales with speed squared, see documentation for the EK3_BCOEF_X and EK3_BCOEF_Y parameters.",0.0 1.0,0.01,,
EK3_OGNM_TEST_SF,"This parameter is adjust the sensitivity of the on ground not moving test which is used to assist with learning the yaw gyro bias and stopping yaw drift before flight when operating without a yaw sensor. Bigger values allow the detection of a not moving condition with noiser IMU data. Check the XKFM data logged when the vehicle is on ground not moving and adjust the value of OGNM_TEST_SF to be slightly higher than the maximum value of the XKFM.ADR, XKFM.ALR, XKFM.GDR and XKFM.GLR test levels.",1.0 10.0,0.5,,
EK3_GND_EFF_DZ,This parameter sets the size of the dead zone that is applied to negative baro height spikes that can occur when takeing off or landing when a vehicle with lift rotors is operating in ground effect ground effect. Set to about 0.5m less than the amount of negative offset in baro height that occurs just prior to takeoff when lift motors are spooling up. Set to 0 if no ground effect is present. ,0.0 10.0,0.5,,
EK3_PRIMARY,The core number (index in IMU mask) that will be used as the primary EKF core on startup. While disarmed the EKF will force the use of this core. A value of 0 corresponds to the first IMU in EK3_IMU_MASK.,0 2,1,,
EK3_SRC1_POSXY,Position Horizontal Source (Primary),,,0|3|4|6|,
EK3_SRC1_VELXY,Velocity Horizontal Source,,,0|3|4|5|6|7|,
EK3_SRC1_POSZ,Position Vertical Source,,,0|1|2|3|4|6|,
EK3_SRC1_VELZ,Velocity Vertical Source,,,0|3|4|6|,
EK3_SRC1_YAW,Yaw Source,,,0|1|2|3|6|8|,
EK3_SRC2_POSXY,Position Horizontal Source (Secondary),,,0|3|4|6|,
EK3_SRC2_VELXY,Velocity Horizontal Source (Secondary),,,0|3|4|5|6|7|,
EK3_SRC2_POSZ,Position Vertical Source (Secondary),,,0|1|2|3|4|6|,
EK3_SRC2_VELZ,Velocity Vertical Source (Secondary),,,0|3|4|6|,
EK3_SRC2_YAW,Yaw Source (Secondary),,,0|1|2|3|6|8|,
EK3_SRC3_POSXY,Position Horizontal Source (Tertiary),,,0|3|4|6|,
EK3_SRC3_VELXY,Velocity Horizontal Source (Tertiary),,,0|3|4|5|6|7|,
EK3_SRC3_POSZ,Position Vertical Source (Tertiary),,,0|1|2|3|4|6|,
EK3_SRC3_VELZ,Velocity Vertical Source (Tertiary),,,0|3|4|6|,
EK3_SRC3_YAW,Yaw Source (Tertiary),,,0|1|2|3|6|8|,
EK3_SRC_OPTIONS,EKF Source Options,,,,
FENCE_ENABLE,Allows you to enable (1) or disable (0) the fence functionality,,,0|1|,
FENCE_TYPE,Enabled fence types held as bitmask,,,,
FENCE_ACTION,What action should be taken when fence is breached,,,0|1|2|3|4|5|,
FENCE_ALT_MAX,Maximum altitude allowed before geofence triggers,10 1000,1,,
FENCE_RADIUS,Circle fence radius which when breached will cause an RTL,30 10000,,,
FENCE_MARGIN,Distance that autopilot's should maintain from the fence to avoid a breach,1 10,,,
FENCE_TOTAL,Number of polygon points saved in eeprom (do not update manually),1 20,,,
FENCE_ALT_MIN,Minimum altitude allowed before geofence triggers,-100 100,1,,
FFT_ENABLE,Enable Gyro FFT analyser,,,0|1|,
FFT_MINHZ,Lower bound of FFT frequency detection in Hz. On larger vehicles the minimum motor frequency is likely to be significantly lower than for smaller vehicles.,20 400,,,
FFT_MAXHZ,Upper bound of FFT frequency detection in Hz. On smaller vehicles the maximum motor frequency is likely to be significantly higher than for larger vehicles.,20 495,,,
FFT_SAMPLE_MODE,"Sampling mode (and therefore rate). 0: Gyro rate sampling, 1: Fast loop rate sampling, 2: Fast loop rate / 2 sampling, 3: Fast loop rate / 3 sampling. Takes effect on reboot.",0 4,,,
FFT_WINDOW_SIZE,"Size of window to be used in FFT calculations. Takes effect on reboot. Must be a power of 2 and between 32 and 512. Larger windows give greater frequency resolution but poorer time resolution, consume more CPU time and may not be appropriate for all vehicles. Time and frequency resolution are given by the sample-rate / window-size. Windows of 256 are only really recommended for F7 class boards, windows of 512 or more H7 class.",32 1024,,,
FFT_WINDOW_OLAP,Percentage of window to be overlapped before another frame is process. Takes effect on reboot. A good default is 50% overlap. Higher overlap results in more processed frames but not necessarily more temporal resolution. Lower overlap results in lost information at the frame edges.,0 0.9,,,
FFT_FREQ_HOVER,The learned hover noise frequency,0 250,,,
FFT_THR_REF,FFT learned thrust reference for the hover frequency and FFT minimum frequency.,0.01 0.9,,,
FFT_SNR_REF,FFT SNR reference threshold in dB at which a signal is determined to be present.,0.0 100.0,,,
FFT_ATT_REF,FFT attenuation level in dB for bandwidth calculation and peak detection. The bandwidth is calculated by comparing peak power output with the attenuated version. The default of 15 has shown to be a good compromise in both simulations and real flight.,0 100,,,
FFT_BW_HOVER,FFT learned bandwidth at hover for the attenuation frequencies.,0 200,,,
FFT_HMNC_FIT,FFT harmonic fit frequency threshold percentage at which a signal of the appropriate frequency is determined to be the harmonic of another. Signals that have a harmonic relationship that varies at most by this percentage are considered harmonics of each other for the purpose of selecting the harmonic notch frequency. If a match is found then the lower frequency harmonic is always used as the basis for the dynamic harmonic notch. A value of zero completely disables harmonic matching.,0 100,,,
FFT_HMNC_PEAK,The FFT harmonic peak target that should be returned by FTN1.PkAvg. The resulting value will be used by the harmonic notch if configured to track the FFT frequency. By default the appropriate peak is auto-detected based on the harmonic fit between peaks and the energy-weighted average frequency on roll on pitch is used. Setting this to 1 will always target the highest energy peak. Setting this to 2 will target the highest energy peak that is lower in frequency than the highest energy peak. Setting this to 3 will target the highest energy peak that is higher in frequency than the highest energy peak. Setting this to 4 will target the highest energy peak on the roll axis only and only the roll frequency will be used (some vehicles have a much more pronounced peak on roll). Setting this to 5 will target the highest energy peak on the pitch axis only and only the pitch frequency will be used (some vehicles have a much more pronounced peak on roll).,,,0|1|2|3|4|5|,
