Name,Description,Range,Increment,Value,Read_only
COMPASS_EXTERNAL,Configure compass so it is attached externally. This is auto-detected on most boards. Set to 1 if the compass is externally connected. When externally connected the COMPASS_ORIENT option operates independently of the AHRS_ORIENTATION board orientation option. If set to 0 or 1 then auto-detection by bus connection can override the value. If set to 2 then auto-detection will be disabled.,,,0|1|2|,
COMPASS_OFS2_X,Offset to be added to compass2's x-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS2_Y,Offset to be added to compass2's y-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS2_Z,Offset to be added to compass2's z-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_MOT2_X,Multiplied by the current throttle and added to compass2's x-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT2_Y,Multiplied by the current throttle and added to compass2's y-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT2_Z,Multiplied by the current throttle and added to compass2's z-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_OFS3_X,Offset to be added to compass3's x-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS3_Y,Offset to be added to compass3's y-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS3_Z,Offset to be added to compass3's z-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_MOT3_X,Multiplied by the current throttle and added to compass3's x-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT3_Y,Multiplied by the current throttle and added to compass3's y-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT3_Z,Multiplied by the current throttle and added to compass3's z-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_DEV_ID,"Compass device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID2,"Second compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID3,"Third compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_USE2,Enable or disable the secondary compass for determining heading.,,,0|1|,
COMPASS_ORIENT2,"The orientation of a second external compass relative to the vehicle frame. This value will be ignored unless this compass is set as an external compass. When set correctly in the northern hemisphere, pointing the nose and right side down should increase the MagX and MagY values respectively. Rolling the vehicle upside down should decrease the MagZ value. For southern hemisphere, switch increase and decrease. NOTE: For internal compasses, AHRS_ORIENT is used.",,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43|100|101|102|,
COMPASS_EXTERN2,Configure second compass so it is attached externally. This is auto-detected on most boards. If set to 0 or 1 then auto-detection by bus connection can override the value. If set to 2 then auto-detection will be disabled.,,,0|1|2|,
COMPASS_USE3,Enable or disable the tertiary compass for determining heading.,,,0|1|,
COMPASS_ORIENT3,"The orientation of a third external compass relative to the vehicle frame. This value will be ignored unless this compass is set as an external compass. When set correctly in the northern hemisphere, pointing the nose and right side down should increase the MagX and MagY values respectively. Rolling the vehicle upside down should decrease the MagZ value. For southern hemisphere, switch increase and decrease. NOTE: For internal compasses, AHRS_ORIENT is used.",,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43|100|101|102|,
COMPASS_EXTERN3,Configure third compass so it is attached externally. This is auto-detected on most boards. If set to 0 or 1 then auto-detection by bus connection can override the value. If set to 2 then auto-detection will be disabled.,,,0|1|2|,
COMPASS_DIA_X,"DIA_X in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA_Y,"DIA_Y in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA_Z,"DIA_Z in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI_X,"ODI_X in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI_Y,"ODI_Y in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI_Z,"ODI_Z in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA2_X,"DIA_X in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA2_Y,"DIA_Y in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA2_Z,"DIA_Z in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI2_X,"ODI_X in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI2_Y,"ODI_Y in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI2_Z,"ODI_Z in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA3_X,"DIA_X in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA3_Y,"DIA_Y in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA3_Z,"DIA_Z in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI3_X,"ODI_X in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI3_Y,"ODI_Y in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI3_Z,"ODI_Z in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_CAL_FIT,This controls the fitness level required for a successful compass calibration. A lower value makes for a stricter fit (less likely to pass). This is the value used for the primary magnetometer. Other magnetometers get double the value.,4 32,0.1,4|8|16|32|,
COMPASS_OFFS_MAX,This sets the maximum allowed compass offset in calibration and arming checks,500 3000,1,,
COMPASS_TYPEMASK,This is a bitmask of driver types to disable. If a driver type is set in this mask then that driver will not try to find a sensor at startup,,,,
COMPASS_FLTR_RNG,This sets the range around the average value that new samples must be within to be accepted. This can help reduce the impact of noise on sensors that are on long I2C cables. The value is a percentage from the average value. A value of zero disables this filter.,0 100,1,,
COMPASS_AUTO_ROT,When enabled this will automatically check the orientation of compasses on successful completion of compass calibration. If set to 2 then external compasses will have their orientation automatically corrected.,,,0|1|2|3|,
COMPASS_PRIO1_ID,"Compass device id with 1st order priority, set automatically if 0. Reboot required after change.",,,,
COMPASS_PRIO2_ID,"Compass device id with 2nd order priority, set automatically if 0. Reboot required after change.",,,,
COMPASS_PRIO3_ID,"Compass device id with 3rd order priority, set automatically if 0. Reboot required after change.",,,,
COMPASS_ENABLE,"Setting this to Enabled(1) will enable the compass. Setting this to Disabled(0) will disable the compass. Note that this is separate from COMPASS_USE. This will enable the low level senor, and will enable logging of magnetometer data. To use the compass for navigation you must also set COMPASS_USE to 1.",,,0|1|,
COMPASS_SCALE,Scaling factor for first compass to compensate for sensor scaling errors. If this is 0 then no scaling is done,0 1.3,,,
COMPASS_SCALE2,Scaling factor for 2nd compass to compensate for sensor scaling errors. If this is 0 then no scaling is done,0 1.3,,,
COMPASS_SCALE3,Scaling factor for 3rd compass to compensate for sensor scaling errors. If this is 0 then no scaling is done,0 1.3,,,
COMPASS_OPTIONS,This sets options to change the behaviour of the compass,,,,
COMPASS_DEV_ID4,"Extra 4th compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID5,"Extra 5th compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID6,"Extra 6th compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID7,"Extra 7th compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID8,"Extra 8th compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_CUS_ROLL,"Compass mounting position roll offset. Positive values = roll right, negative values = roll left. This parameter is only used when COMPASS_ORIENT/2/3 is set to CUSTOM.",-180 180,1,,
COMPASS_CUS_PIT,"Compass mounting position pitch offset. Positive values = pitch up, negative values = pitch down. This parameter is only used when COMPASS_ORIENT/2/3 is set to CUSTOM.",-180 180,1,,
COMPASS_CUS_YAW,"Compass mounting position yaw offset. Positive values = yaw right, negative values = yaw left. This parameter is only used when COMPASS_ORIENT/2/3 is set to CUSTOM.",-180 180,1,,
COMPASS_PMOT_EN,This enables per-motor compass corrections,,,0|1|,
COMPASS_PMOT_EXP,This is the exponential correction for the power output of the motor for per-motor compass correction,0 2,0.01,,
COMPASS_PMOT1_X,Compensation for X axis of motor1,,,,
COMPASS_PMOT1_Y,Compensation for Y axis of motor1,,,,
COMPASS_PMOT1_Z,Compensation for Z axis of motor1,,,,
COMPASS_PMOT2_X,Compensation for X axis of motor2,,,,
COMPASS_PMOT2_Y,Compensation for Y axis of motor2,,,,
COMPASS_PMOT2_Z,Compensation for Z axis of motor2,,,,
COMPASS_PMOT3_X,Compensation for X axis of motor3,,,,
COMPASS_PMOT3_Y,Compensation for Y axis of motor3,,,,
COMPASS_PMOT3_Z,Compensation for Z axis of motor3,,,,
COMPASS_PMOT4_X,Compensation for X axis of motor4,,,,
COMPASS_PMOT4_Y,Compensation for Y axis of motor4,,,,
COMPASS_PMOT4_Z,Compensation for Z axis of motor4,,,,
CUST_ROT_ENABLE,This enables custom rotations,,,0|1|,
CUST_ROT1_ROLL,"Custom euler roll, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT1_PITCH,"Custom euler pitch, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT1_YAW,"Custom euler yaw, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT2_ROLL,"Custom euler roll, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT2_PITCH,"Custom euler pitch, euler 321 (yaw, pitch, roll) ordering",,,,
CUST_ROT2_YAW,"Custom euler yaw, euler 321 (yaw, pitch, roll) ordering",,,,
EAHRS_TYPE,Type of AHRS device,,,0|1|2|,
EAHRS_RATE,Requested rate for AHRS device,,,,
EFI_TYPE,What method of communication is used for EFI #1,,,0|1|2|3|,
EFI_COEF1,Used to calibrate fuel flow for MS protocol (Slope),0 1,,,
EFI_COEF2,Used to calibrate fuel flow for MS protocol (Offset),0 10,,,
EK2_ENABLE,"This enables EKF2. Enabling EKF2 only makes the maths run, it does not mean it will be used for flight control. To use it for flight control set AHRS_EKF_TYPE=2. A reboot or restart will need to be performed after changing the value of EK2_ENABLE for it to take effect.",,,0|1|,
EK2_GPS_TYPE,"This controls use of GPS measurements : 0 = use 3D velocity & 2D position, 1 = use 2D velocity and 2D position, 2 = use 2D position, 3 = Inhibit GPS use - this can be useful when flying with an optical flow sensor in an environment where GPS quality is poor and subject to large multipath errors.",,,0|1|2|3|,
EK2_VELNE_M_NSE,"This sets a lower limit on the speed accuracy reported by the GPS receiver that is used to set horizontal velocity observation noise. If the model of receiver used does not provide a speed accurcy estimate, then the parameter value will be used. Increasing it reduces the weighting of the GPS horizontal velocity measurements.",0.05 5.0,0.05,,
EK2_VELD_M_NSE,"This sets a lower limit on the speed accuracy reported by the GPS receiver that is used to set vertical velocity observation noise. If the model of receiver used does not provide a speed accurcy estimate, then the parameter value will be used. Increasing it reduces the weighting of the GPS vertical velocity measurements.",0.05 5.0,0.05,,
EK2_VEL_I_GATE,This sets the percentage number of standard deviations applied to the GPS velocity measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_POSNE_M_NSE,This sets the GPS horizontal position observation noise. Increasing it reduces the weighting of GPS horizontal position measurements.,0.1 10.0,0.1,,
EK2_POS_I_GATE,This sets the percentage number of standard deviations applied to the GPS position measurement innovation consistency check. Decreasing it makes it more likely that good measurements will be rejected. Increasing it makes it more likely that bad measurements will be accepted.,100 1000,25,,
EK2_GLITCH_RAD,This controls the maximum radial uncertainty in position between the value predicted by the filter and the value measured by the GPS before the filter position and velocity states are reset to the GPS. Making this value larger allows the filter to ignore larger GPS glitches but also means that non-GPS errors such as IMU and compass can create a larger error in position before the filter is forced back to the GPS position.,10 100,5,,
