Name,Description,Range,Increment,Value,Read_only
CAN_D2_UC_ESC_BM,Bitmask with one set for channel to be transmitted as a ESC command over UAVCAN,,,,
CAN_D2_UC_SRV_RT,Maximum transmit rate for servo outputs,1 200,,,
CAN_D2_UC_OPTION,Option flags,,,,
CAN_D2_UC_NTF_RT,Maximum transmit rate for Notify State Message,1 200,,,
CAN_D3_PROTOCOL,Enabling this option starts selected protocol that will use this virtual driver,,,0|1|3|4|5|6|7|8|10|11|,
CAN_D3_KDE_NPOLE,Sets the number of motor poles to calculate the correct RPM value,,,,
CAN_D3_PC_ESC_BM,Bitmask defining which ESC (motor) channels are to be transmitted over Piccolo CAN,,,,
CAN_D3_PC_ESC_RT,Output rate of ESC command messages,1 500,,,
CAN_D3_PC_SRV_BM,Bitmask defining which servo channels are to be transmitted over Piccolo CAN,,,,
CAN_D3_PC_SRV_RT,Output rate of servo command messages,1 500,,,
CAN_D3_TST_ID,"Selects the Index of Test that needs to be run recursively, this value gets reset to 0 at boot.",0 4,,0|1|2|3|4|5|6|7|,
CAN_D3_TST_LPR8,Selects the Looprate of Test methods,,,,
CAN_D3_UC_NODE,UAVCAN node should be set implicitly,1 250,,,
CAN_D3_UC_SRV_BM,Bitmask with one set for channel to be transmitted as a servo command over UAVCAN,,,,
CAN_D3_UC_ESC_BM,Bitmask with one set for channel to be transmitted as a ESC command over UAVCAN,,,,
CAN_D3_UC_SRV_RT,Maximum transmit rate for servo outputs,1 200,,,
CAN_D3_UC_OPTION,Option flags,,,,
CAN_D3_UC_NTF_RT,Maximum transmit rate for Notify State Message,1 200,,,
CAN_P1_DRIVER,Enabling this option enables use of CAN buses.,,,0|1|2|3|,
CAN_P1_BITRATE,Bit rate can be set up to from 10000 to 1000000,10000 1000000,,,
CAN_P1_FDBITRATE,Bit rate can be set up to from 1000000 to 8000000,,,1|2|4|5|8|,
CAN_P2_DRIVER,Enabling this option enables use of CAN buses.,,,0|1|2|3|,
CAN_P2_BITRATE,Bit rate can be set up to from 10000 to 1000000,10000 1000000,,,
CAN_P2_FDBITRATE,Bit rate can be set up to from 1000000 to 8000000,,,1|2|4|5|8|,
CAN_P3_DRIVER,Enabling this option enables use of CAN buses.,,,0|1|2|3|,
CAN_P3_BITRATE,Bit rate can be set up to from 10000 to 1000000,10000 1000000,,,
CAN_P3_FDBITRATE,Bit rate can be set up to from 1000000 to 8000000,,,1|2|4|5|8|,
CAN_SLCAN_CPORT,"CAN Interface ID to be routed to SLCAN, 0 means no routing",,,0|1|2|,
CAN_SLCAN_SERNUM,"Serial Port ID to be used for temporary SLCAN iface, -1 means no temporary serial. This parameter is automatically reset on reboot or on timeout. See CAN_SLCAN_TIMOUT for timeout details",,,-1|0|1|2|3|4|5|6|,
CAN_SLCAN_TIMOUT,Duration of inactivity after which SLCAN is switched back to original driver in seconds.,0 127,,,
CAN_SLCAN_SDELAY,Duration after which slcan starts after setting SERNUM in seconds.,0 127,,,
CHUTE_ENABLED,Parachute release enabled or disabled,,,0|1|,
CHUTE_TYPE,Parachute release mechanism type (relay or servo),,,0|1|2|3|10|,
CHUTE_SERVO_ON,Parachute Servo PWM value in microseconds when parachute is released,1000 2000,1,,
CHUTE_SERVO_OFF,Parachute Servo PWM value in microseconds when parachute is not released,1000 2000,1,,
CHUTE_ALT_MIN,Parachute min altitude above home.  Parachute will not be released below this altitude.  0 to disable alt check.,0 32000,1,,
CHUTE_DELAY_MS,Delay in millseconds between motor stop and chute release,0 5000,1,,
CHUTE_CRT_SINK,Release parachute when critical sink rate is reached,0 15,1,,
CHUTE_OPTIONS,Optional behaviour for parachute,,,,
COMPASS_OFS_X,Offset to be added to the compass x-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS_Y,Offset to be added to the compass y-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS_Z,Offset to be added to the compass z-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_DEC,An angle to compensate between the true north and magnetic north,-3.142 3.142,0.01,,
COMPASS_LEARN,Enable or disable the automatic learning of compass offsets. You can enable learning either using a compass-only method that is suitable only for fixed wing aircraft or using the offsets learnt by the active EKF state estimator. If this option is enabled then the learnt offsets are saved when you disarm the vehicle. If InFlight learning is enabled then the compass with automatically start learning once a flight starts (must be armed). While InFlight learning is running you cannot use position control modes.,,,0|1|2|3|,
COMPASS_USE,Enable or disable the use of the compass (instead of the GPS) for determining heading,,,0|1|,
COMPASS_AUTODEC,Enable or disable the automatic calculation of the declination based on gps location,,,0|1|,
COMPASS_MOTCT,"Set motor interference compensation type to disabled, throttle or current.  Do not change manually.",,,0|1|2|,
COMPASS_MOT_X,Multiplied by the current throttle and added to the compass's x-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT_Y,Multiplied by the current throttle and added to the compass's y-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT_Z,Multiplied by the current throttle and added to the compass's z-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_ORIENT,"The orientation of the first external compass relative to the vehicle frame. This value will be ignored unless this compass is set as an external compass. When set correctly in the northern hemisphere, pointing the nose and right side down should increase the MagX and MagY values respectively. Rolling the vehicle upside down should decrease the MagZ value. For southern hemisphere, switch increase and decrease. NOTE: For internal compasses, AHRS_ORIENT is used. The label for each option is specified in the order of rotations for that orientation.",,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43|100|101|102|,
COMPASS_EXTERNAL,Configure compass so it is attached externally. This is auto-detected on most boards. Set to 1 if the compass is externally connected. When externally connected the COMPASS_ORIENT option operates independently of the AHRS_ORIENTATION board orientation option. If set to 0 or 1 then auto-detection by bus connection can override the value. If set to 2 then auto-detection will be disabled.,,,0|1|2|,
COMPASS_OFS2_X,Offset to be added to compass2's x-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS2_Y,Offset to be added to compass2's y-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS2_Z,Offset to be added to compass2's z-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_MOT2_X,Multiplied by the current throttle and added to compass2's x-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT2_Y,Multiplied by the current throttle and added to compass2's y-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT2_Z,Multiplied by the current throttle and added to compass2's z-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_OFS3_X,Offset to be added to compass3's x-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS3_Y,Offset to be added to compass3's y-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_OFS3_Z,Offset to be added to compass3's z-axis values to compensate for metal in the frame,-400 400,1,,
COMPASS_MOT3_X,Multiplied by the current throttle and added to compass3's x-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT3_Y,Multiplied by the current throttle and added to compass3's y-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_MOT3_Z,Multiplied by the current throttle and added to compass3's z-axis values to compensate for motor interference (Offset per Amp or at Full Throttle),-1000 1000,1,,
COMPASS_DEV_ID,"Compass device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID2,"Second compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_DEV_ID3,"Third compass's device id.  Automatically detected, do not set manually",,,,True
COMPASS_USE2,Enable or disable the secondary compass for determining heading.,,,0|1|,
COMPASS_ORIENT2,"The orientation of a second external compass relative to the vehicle frame. This value will be ignored unless this compass is set as an external compass. When set correctly in the northern hemisphere, pointing the nose and right side down should increase the MagX and MagY values respectively. Rolling the vehicle upside down should decrease the MagZ value. For southern hemisphere, switch increase and decrease. NOTE: For internal compasses, AHRS_ORIENT is used.",,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43|100|101|102|,
COMPASS_EXTERN2,Configure second compass so it is attached externally. This is auto-detected on most boards. If set to 0 or 1 then auto-detection by bus connection can override the value. If set to 2 then auto-detection will be disabled.,,,0|1|2|,
COMPASS_USE3,Enable or disable the tertiary compass for determining heading.,,,0|1|,
COMPASS_ORIENT3,"The orientation of a third external compass relative to the vehicle frame. This value will be ignored unless this compass is set as an external compass. When set correctly in the northern hemisphere, pointing the nose and right side down should increase the MagX and MagY values respectively. Rolling the vehicle upside down should decrease the MagZ value. For southern hemisphere, switch increase and decrease. NOTE: For internal compasses, AHRS_ORIENT is used.",,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43|100|101|102|,
COMPASS_EXTERN3,Configure third compass so it is attached externally. This is auto-detected on most boards. If set to 0 or 1 then auto-detection by bus connection can override the value. If set to 2 then auto-detection will be disabled.,,,0|1|2|,
COMPASS_DIA_X,"DIA_X in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA_Y,"DIA_Y in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA_Z,"DIA_Z in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI_X,"ODI_X in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI_Y,"ODI_Y in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI_Z,"ODI_Z in the compass soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA2_X,"DIA_X in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA2_Y,"DIA_Y in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA2_Z,"DIA_Z in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI2_X,"ODI_X in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI2_Y,"ODI_Y in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI2_Z,"ODI_Z in the compass2 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA3_X,"DIA_X in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA3_Y,"DIA_Y in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_DIA3_Z,"DIA_Z in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI3_X,"ODI_X in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI3_Y,"ODI_Y in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_ODI3_Z,"ODI_Z in the compass3 soft-iron calibration matrix: [[DIA_X, ODI_X, ODI_Y], [ODI_X, DIA_Y, ODI_Z], [ODI_Y, ODI_Z, DIA_Z]]",,,,
COMPASS_CAL_FIT,This controls the fitness level required for a successful compass calibration. A lower value makes for a stricter fit (less likely to pass). This is the value used for the primary magnetometer. Other magnetometers get double the value.,4 32,0.1,4|8|16|32|,
COMPASS_OFFS_MAX,This sets the maximum allowed compass offset in calibration and arming checks,500 3000,1,,
COMPASS_TYPEMASK,This is a bitmask of driver types to disable. If a driver type is set in this mask then that driver will not try to find a sensor at startup,,,,
