Name,Description,Range,Default
CA_ROTOR4_PZ,Position of rotor 4 along Z body axis,-100 100,0.0
CA_ROTOR4_TILT,"If not set to None, this motor is tilted by the configured tilt servo.",,0
CA_ROTOR5_AX,Only the direction is considered (the vector is normalized).,-100 100,0.0
CA_ROTOR5_AY,Only the direction is considered (the vector is normalized).,-100 100,0.0
CA_ROTOR5_AZ,Only the direction is considered (the vector is normalized).,-100 100,-1.0
CA_ROTOR5_CT,"The thrust coefficient if defined as Thrust = CT * u^2, where u (with value between actuator minimum and maximum) is the output signal sent to the motor controller.",0 100,6.5
CA_ROTOR5_KM,The moment coefficient if defined as Torque = KM * Thrust. Use a positive value for a rotor with CCW rotation. Use a negative value for a rotor with CW rotation.,-1 1,0.05
CA_ROTOR5_PX,Position of rotor 5 along X body axis,-100 100,0.0
CA_ROTOR5_PY,Position of rotor 5 along Y body axis,-100 100,0.0
CA_ROTOR5_PZ,Position of rotor 5 along Z body axis,-100 100,0.0
CA_ROTOR5_TILT,"If not set to None, this motor is tilted by the configured tilt servo.",,0
CA_ROTOR6_AX,Only the direction is considered (the vector is normalized).,-100 100,0.0
CA_ROTOR6_AY,Only the direction is considered (the vector is normalized).,-100 100,0.0
CA_ROTOR6_AZ,Only the direction is considered (the vector is normalized).,-100 100,-1.0
CA_ROTOR6_CT,"The thrust coefficient if defined as Thrust = CT * u^2, where u (with value between actuator minimum and maximum) is the output signal sent to the motor controller.",0 100,6.5
CA_ROTOR6_KM,The moment coefficient if defined as Torque = KM * Thrust. Use a positive value for a rotor with CCW rotation. Use a negative value for a rotor with CW rotation.,-1 1,0.05
CA_ROTOR6_PX,Position of rotor 6 along X body axis,-100 100,0.0
CA_ROTOR6_PY,Position of rotor 6 along Y body axis,-100 100,0.0
CA_ROTOR6_PZ,Position of rotor 6 along Z body axis,-100 100,0.0
CA_ROTOR6_TILT,"If not set to None, this motor is tilted by the configured tilt servo.",,0
CA_ROTOR7_AX,Only the direction is considered (the vector is normalized).,-100 100,0.0
CA_ROTOR7_AY,Only the direction is considered (the vector is normalized).,-100 100,0.0
CA_ROTOR7_AZ,Only the direction is considered (the vector is normalized).,-100 100,-1.0
CA_ROTOR7_CT,"The thrust coefficient if defined as Thrust = CT * u^2, where u (with value between actuator minimum and maximum) is the output signal sent to the motor controller.",0 100,6.5
CA_ROTOR7_KM,The moment coefficient if defined as Torque = KM * Thrust. Use a positive value for a rotor with CCW rotation. Use a negative value for a rotor with CW rotation.,-1 1,0.05
CA_ROTOR7_PX,Position of rotor 7 along X body axis,-100 100,0.0
CA_ROTOR7_PY,Position of rotor 7 along Y body axis,-100 100,0.0
CA_ROTOR7_PZ,Position of rotor 7 along Z body axis,-100 100,0.0
CA_ROTOR7_TILT,"If not set to None, this motor is tilted by the configured tilt servo.",,0
CA_ROTOR_COUNT,Total number of rotors,,0
CA_R_REV,Configure motors to be bidirectional/reversible. Note that the output driver needs to support this as well.,0 255,0
CA_SV0_SLEW,Minimum time allowed for the servo input signal to pass through the full output range. A value x means that the servo signal can only go from -1 to 1 in minimum x seconds. Zero means that slew rate limiting is disabled.,0 10,0.0
CA_SV1_SLEW,Minimum time allowed for the servo input signal to pass through the full output range. A value x means that the servo signal can only go from -1 to 1 in minimum x seconds. Zero means that slew rate limiting is disabled.,0 10,0.0
CA_SV2_SLEW,Minimum time allowed for the servo input signal to pass through the full output range. A value x means that the servo signal can only go from -1 to 1 in minimum x seconds. Zero means that slew rate limiting is disabled.,0 10,0.0
CA_SV3_SLEW,Minimum time allowed for the servo input signal to pass through the full output range. A value x means that the servo signal can only go from -1 to 1 in minimum x seconds. Zero means that slew rate limiting is disabled.,0 10,0.0
CA_SV4_SLEW,Minimum time allowed for the servo input signal to pass through the full output range. A value x means that the servo signal can only go from -1 to 1 in minimum x seconds. Zero means that slew rate limiting is disabled.,0 10,0.0
CA_SV5_SLEW,Minimum time allowed for the servo input signal to pass through the full output range. A value x means that the servo signal can only go from -1 to 1 in minimum x seconds. Zero means that slew rate limiting is disabled.,0 10,0.0
CA_SV6_SLEW,Minimum time allowed for the servo input signal to pass through the full output range. A value x means that the servo signal can only go from -1 to 1 in minimum x seconds. Zero means that slew rate limiting is disabled.,0 10,0.0
CA_SV7_SLEW,Minimum time allowed for the servo input signal to pass through the full output range. A value x means that the servo signal can only go from -1 to 1 in minimum x seconds. Zero means that slew rate limiting is disabled.,0 10,0.0
CA_SV_CS0_TRIM,Can be used to add an offset to the servo control.,-1.0 1.0,0.0
CA_SV_CS0_TRQ_P,Control Surface 0 pitch torque scaling,,0.0
CA_SV_CS0_TRQ_R,Control Surface 0 roll torque scaling,,0.0
CA_SV_CS0_TRQ_Y,Control Surface 0 yaw torque scaling,,0.0
CA_SV_CS0_TYPE,Control Surface 0 type,,1
CA_SV_CS1_TRIM,Can be used to add an offset to the servo control.,-1.0 1.0,0.0
CA_SV_CS1_TRQ_P,Control Surface 1 pitch torque scaling,,0.0
CA_SV_CS1_TRQ_R,Control Surface 1 roll torque scaling,,0.0
CA_SV_CS1_TRQ_Y,Control Surface 1 yaw torque scaling,,0.0
CA_SV_CS1_TYPE,Control Surface 1 type,,1
CA_SV_CS2_TRIM,Can be used to add an offset to the servo control.,-1.0 1.0,0.0
CA_SV_CS2_TRQ_P,Control Surface 2 pitch torque scaling,,0.0
CA_SV_CS2_TRQ_R,Control Surface 2 roll torque scaling,,0.0
CA_SV_CS2_TRQ_Y,Control Surface 2 yaw torque scaling,,0.0
CA_SV_CS2_TYPE,Control Surface 2 type,,1
CA_SV_CS3_TRIM,Can be used to add an offset to the servo control.,-1.0 1.0,0.0
CA_SV_CS3_TRQ_P,Control Surface 3 pitch torque scaling,,0.0
CA_SV_CS3_TRQ_R,Control Surface 3 roll torque scaling,,0.0
CA_SV_CS3_TRQ_Y,Control Surface 3 yaw torque scaling,,0.0
CA_SV_CS3_TYPE,Control Surface 3 type,,1
CA_SV_CS4_TRIM,Can be used to add an offset to the servo control.,-1.0 1.0,0.0
CA_SV_CS4_TRQ_P,Control Surface 4 pitch torque scaling,,0.0
CA_SV_CS4_TRQ_R,Control Surface 4 roll torque scaling,,0.0
CA_SV_CS4_TRQ_Y,Control Surface 4 yaw torque scaling,,0.0
CA_SV_CS4_TYPE,Control Surface 4 type,,1
CA_SV_CS5_TRIM,Can be used to add an offset to the servo control.,-1.0 1.0,0.0
CA_SV_CS5_TRQ_P,Control Surface 5 pitch torque scaling,,0.0
CA_SV_CS5_TRQ_R,Control Surface 5 roll torque scaling,,0.0
CA_SV_CS5_TRQ_Y,Control Surface 5 yaw torque scaling,,0.0
CA_SV_CS5_TYPE,Control Surface 5 type,,1
CA_SV_CS6_TRIM,Can be used to add an offset to the servo control.,-1.0 1.0,0.0
CA_SV_CS6_TRQ_P,Control Surface 6 pitch torque scaling,,0.0
CA_SV_CS6_TRQ_R,Control Surface 6 roll torque scaling,,0.0
CA_SV_CS6_TRQ_Y,Control Surface 6 yaw torque scaling,,0.0
CA_SV_CS6_TYPE,Control Surface 6 type,,1
CA_SV_CS7_TRIM,Can be used to add an offset to the servo control.,-1.0 1.0,0.0
CA_SV_CS7_TRQ_P,Control Surface 7 pitch torque scaling,,0.0
CA_SV_CS7_TRQ_R,Control Surface 7 roll torque scaling,,0.0
CA_SV_CS7_TRQ_Y,Control Surface 7 yaw torque scaling,,0.0
CA_SV_CS7_TYPE,Control Surface 7 type,,1
CA_SV_CS_COUNT,Total number of Control Surfaces,,0
CA_SV_TL0_CT,Define if this servo is used for additional control.,,1
CA_SV_TL0_MAXA,Defines the tilt angle when the servo is at the maximum. An angle of zero means upwards.,-90.0 90.0,90.0
CA_SV_TL0_MINA,Defines the tilt angle when the servo is at the minimum. An angle of zero means upwards.,-90.0 90.0,0.0
CA_SV_TL0_TD,"Defines the direction the servo tilts towards when moving towards the maximum tilt angle. For example if the minimum tilt angle is -90, the maximum 90, and the direction 'Towards Front', the motor axis aligns with the XZ-plane, points towards -X at the minimum and +X at the maximum tilt.",0 359,0
CA_SV_TL1_CT,Define if this servo is used for additional control.,,1
CA_SV_TL1_MAXA,Defines the tilt angle when the servo is at the maximum. An angle of zero means upwards.,-90.0 90.0,90.0
CA_SV_TL1_MINA,Defines the tilt angle when the servo is at the minimum. An angle of zero means upwards.,-90.0 90.0,0.0
CA_SV_TL1_TD,"Defines the direction the servo tilts towards when moving towards the maximum tilt angle. For example if the minimum tilt angle is -90, the maximum 90, and the direction 'Towards Front', the motor axis aligns with the XZ-plane, points towards -X at the minimum and +X at the maximum tilt.",0 359,0
CA_SV_TL2_CT,Define if this servo is used for additional control.,,1
CA_SV_TL2_MAXA,Defines the tilt angle when the servo is at the maximum. An angle of zero means upwards.,-90.0 90.0,90.0
CA_SV_TL2_MINA,Defines the tilt angle when the servo is at the minimum. An angle of zero means upwards.,-90.0 90.0,0.0
CA_SV_TL2_TD,"Defines the direction the servo tilts towards when moving towards the maximum tilt angle. For example if the minimum tilt angle is -90, the maximum 90, and the direction 'Towards Front', the motor axis aligns with the XZ-plane, points towards -X at the minimum and +X at the maximum tilt.",0 359,0
CA_SV_TL3_CT,Define if this servo is used for additional control.,,1
CA_SV_TL3_MAXA,Defines the tilt angle when the servo is at the maximum. An angle of zero means upwards.,-90.0 90.0,90.0
CA_SV_TL3_MINA,Defines the tilt angle when the servo is at the minimum. An angle of zero means upwards.,-90.0 90.0,0.0
CA_SV_TL3_TD,"Defines the direction the servo tilts towards when moving towards the maximum tilt angle. For example if the minimum tilt angle is -90, the maximum 90, and the direction 'Towards Front', the motor axis aligns with the XZ-plane, points towards -X at the minimum and +X at the maximum tilt.",0 359,0
CA_SV_TL_COUNT,Total number of Tilt Servos,,0
HTE_ACC_GATE,Sets the number of standard deviations used by the innovation consistency test.,1.0 10.0,3.0
HTE_HT_ERR_INIT,Sets the number of standard deviations used by the innovation consistency test.,0.0 1.0,0.1
HTE_HT_NOISE,"Reduce to make the hover thrust estimate more stable, increase if the real hover thrust is expected to change quickly over time.",0.0001 1.0,0.0036
HTE_THR_RANGE,"Defines the range of the hover thrust estimate around MPC_THR_HOVER. A value of 0.2 with MPC_THR_HOVER at 0.5 results in a range of [0.3, 0.7]. Set to a large value if the vehicle operates in varying physical conditions that affect the required hover thrust strongly (e.g. differently sized payloads).",0.01 0.4,0.2
HTE_VXY_THR,"Above this speed, the measurement noise is linearly increased to reduce the sensitivity of the estimator from biased measurement. Set to a low value on vehicles with large lifting surfaces.",1.0 20.0,10.0
HTE_VZ_THR,"Above this speed, the measurement noise is linearly increased to reduce the sensitivity of the estimator from biased measurement. Set to a low value on vehicles affected by air drag when climbing or descending.",1.0 10.0,2.0
LNDFW_AIRSPD_MAX,Maximum airspeed allowed in the landed state,2 20,6.00
LNDFW_VEL_XY_MAX,Maximum horizontal velocity allowed in the landed state. A factor of 0.7 is applied in case of airspeed-less flying (either because no sensor is present or sensor data got invalid in flight).,0.5 10,5.0
LNDFW_VEL_Z_MAX,Maximum vertical velocity allowed in the landed state. A factor of 0.7 is applied in case of airspeed-less flying (either because no sensor is present or sensor data got invalid in flight).,0.1 20,2.0
